"ID1","ID2","UD_DIAM","LD_DIAM","E_LD_DIAM","BAND","MU_LAMBDA","METHOD","BANDCODE","NOTES","BIBCODE","SINPE"
"HD198149","FK5 783","2.729","2.882","0.088","700 nm","1.056","1","4","Limb-Darkening correction from 1999AJ....118.3032N","2016ApJS..227....4H",""
"HD222404","FK5 893","3.144","3.329","0.042","700 nm","1.059","1","4","Limb-Darkening correction from 1999AJ....118.3032N","2016ApJS..227....4H",""
"HD432","FK5 2","2.145","2.218","0.058","700 nm","1.034","1","4","Limb-Darkening correction from 1999AJ....118.3032N","2016ApJS..227....4H",""
"HD62509","FK5 295","7.578","8.018","0.043","700 nm","1.058","1","4","Limb-Darkening correction from 1999AJ....118.3032N","2016ApJS..227....4H",""
"HD94264","FK5 412","2.327","2.462","0.054","700 nm","1.058","1","4","Limb-Darkening correction from 1999AJ....118.3032N","2016ApJS..227....4H",""
"HD13982","","1.14","1.169","0.032","K'","0.31","1","8","UD to LD coeff from 2011A&A...529A..75C","2016AJ....152...66B",""
"HD153956","","0.96","0.983","0.023","K'","0.29","1","8","UD to LD coeff from 2011A&A...529A..75C","2016AJ....152...66B",""
"HD157681","","1.848","1.908","0.013","K'","0.34","1","8","UD to LD coeff from 2011A&A...529A..75C","2016AJ....152...66B",""
"HD184293","","1.511","1.548","0.022","K'","0.29","1","8","UD to LD coeff from 2011A&A...529A..75C","2016AJ....152...66B",""
"HD216174","","1.556","1.598","0.012","K'","0.32","1","8","UD to LD coeff from 2011A&A...529A..75C","2016AJ....152...66B",""
"HD218029","","1.809","1.862","0.044","K'","0.33","1","8","UD to LD coeff from 2011A&A...529A..75C","2016AJ....152...66B",""
"HD2774","","1.269","1.303","0.023","K'","0.31","1","8","UD to LD coeff from 2011A&A...529A..75C","2016AJ....152...66B",""
"HD31579","","1.54","1.593","0.008","K'","0.36","1","8","UD to LD coeff from 2011A&A...529A..75C","2016AJ....152...66B",""
"HD6497","","0.715","0.731","0.044","K'","0.29","1","8","UD to LD coeff from 2011A&A...529A..75C","2016AJ....152...66B",""
"HD10761","omi Psc","2.17","","0.01","0.81 mu","","2","5","","2016AJ....151...10R",""
"HD86663","pi Leo","4.35","","0.01","0.81 mu","","2","5","","2016AJ....151...10R",""
"HD98118","75 Leo","2.94","","0.03","0.81 mu","","2","5","","2016AJ....151...10R",""
"HIP9983","HR 619","1.85","","0.01","0.81 mu","","2","5","","2016AJ....151...10R",""
"GJ 65A","","0.558","0.573","0.02","H","","1","7","UD to LD conversion using coefficients from 2012A&A...546A..14C","2016A&A...593A.127K",""
"GJ 65B","","0.539","0.554","0.021","H","","1","7","UD to LD conversion using coefficients from 2012A&A...546A..14C","2016A&A...593A.127K",""
"HD24712","DO Eri","0.3225","0.335","0.009","R","0.508","1","4","Linear LD coeff from 2011A&A...529A..75C. R-band UD preferred.","2016A&A...590A.117P",""
"HD39801","Betelgeuse","","43.15","0.5","H","","1","7","Best fit with hotspot and poser-law LDD model from 1997A&A...327..199H","2016A&A...588A.130M",""
"HD161592","X Sgr","1.3428","-1.0","0.0595","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD161592","X Sgr","1.2791","-1.0","0.017","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD161592","X Sgr","1.3185","-1.0","0.017","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD161592","X Sgr","1.3507","-1.0","0.017","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD161592","X Sgr","1.4098","-1.0","0.017","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD164975","W Sgr","1.1978","-1.0","0.017","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD164975","W Sgr","1.0778","-1.0","0.017","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD164975","W Sgr","1.0995","-1.0","0.017","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD164975","W Sgr","1.1606","-1.0","0.017","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD164975","W Sgr","1.1184","-1.0","0.017","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD164975","W Sgr","1.1711","-1.0","0.017","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD37350","","1.6857","-1.0","0.012","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD37350","","1.7584","-1.0","0.012","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD37350","","1.816","-1.0","0.012","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD37350","","1.7939","-1.0","0.012","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD37350","","1.6022","-1.0","0.012","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD37350","","1.7098","-1.0","0.012","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD52973","","1.5372","-1.0","0.0425","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD52973","","1.5871","-1.0","0.0425","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD52973","","1.6047","-1.0","0.069","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD52973","","1.566","-1.0","0.0425","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD84810","l Car","3.1059","-1.0","0.099","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD84810","l Car","3.0803","-1.0","0.0575","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD84810","l Car","3.1143","-1.0","0.0575","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD84810","l Car","2.6383","-1.0","0.016","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD84810","l Car","2.6009","-1.0","0.016","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD84810","l Car","2.5999","-1.0","0.016","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD84810","l Car","2.6038","-1.0","0.016","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD84810","l Car","2.6156","-1.0","0.016","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD84810","l Car","2.843","-1.0","0.016","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD84810","l Car","2.8913","-1.0","0.016","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD84810","l Car","3.0929","-1.0","0.016","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD84810","l Car","3.1117","-1.0","0.016","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD84810","l Car","3.1089","-1.0","0.016","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD84810","l Car","3.1104","-1.0","0.016","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD84810","l Car","3.0888","-1.0","0.016","H","","1","7","Time serie of pulsating Cepheid.","2016A&A...587A.117B",""
"HD14386","omi Cet","28.6","","1.0","K","","1","8","Mira Variable, UD_MEAS only a byproduct.","2016A&A...587A..12W",""
"HD14386","omi Cet","28.3","","1.5","K","","1","8","Mira Variable, UD_MEAS only a byproduct.","2016A&A...587A..12W",""
"HD222800","R Aqr","18.4","","0.4","K","","1","8","Mira Variable, UD_MEAS only a byproduct.","2016A&A...587A..12W",""
"HD299011","W Vel","7.4","","0.2","K","","1","8","Mira Variable, UD_MEAS only a byproduct.","2016A&A...587A..12W",""
"HD299011","W Vel","7.4","","0.1","K","","1","8","Mira Variable, UD_MEAS only a byproduct.","2016A&A...587A..12W",""
"HD69243","R Cnc","13.2","","0.3","K","","1","8","Mira Variable, UD_MEAS only a byproduct.","2016A&A...587A..12W",""
"HD69243","R Cnc","13.3","","0.2","K","","1","8","Mira Variable, UD_MEAS only a byproduct.","2016A&A...587A..12W",""
"HD69243","R Cnc","13.1","","0.4","K","","1","8","Mira Variable, UD_MEAS only a byproduct.","2016A&A...587A..12W",""
"HD83048","X Hya","6.2","","0.1","K","","1","8","Mira Variable, UD_MEAS only a byproduct.","2016A&A...587A..12W",""
"HD83048","X Hya","5.7","","0.1","K","","1","8","Mira Variable, UD_MEAS only a byproduct.","2016A&A...587A..12W",""
"HD84748","R Leo","29.6","","1.3","K","","1","8","Mira Variable, UD_MEAS only a byproduct.","2016A&A...587A..12W",""
"HD1367","","0.719","0.754","0.013","H","0.505","1","7","LD coeff from 2011A&A...529A..75C","2016A&A...586A..94L",""
"HD154633","","0.763","0.804","0.011","H","0.569","1","7","LD coeff from 2011A&A...529A..75C","2016A&A...586A..94L",""
"HD161178","","0.897","0.944","0.04","H","0.545","1","7","LD coeff from 2011A&A...529A..75C","2016A&A...586A..94L",""
"HD167042","","0.998","1.056","0.013","H","0.616","1","7","LD coeff from 2011A&A...529A..75C","2016A&A...586A..94L",""
"HD1671","","0.582","0.6","0.006","H","0.359","1","7","LD coeff from 2011A&A...529A..75C","2016A&A...586A..94L",""
"HD168151","","0.642","0.664","0.014","H","0.386","1","7","LD coeff from 2011A&A...529A..75C","2016A&A...586A..94L",""
"HD170693","","1.965","2.097","0.009","H","0.634","1","7","LD coeff from 2011A&A...529A..75C","2016A&A...586A..94L",""
"HD173416","","0.937","0.995","0.033","H","0.608","1","7","LD coeff from 2011A&A...529A..75C","2016A&A...586A..94L",""
"HD185395","","0.726","0.749","0.007","H","0.355","1","7","LD coeff from 2011A&A...529A..75C","2016A&A...586A..94L",""
"HD190360","","0.596","0.622","0.006","H","0.48","1","7","LD coeff from 2011A&A...529A..75C","2016A&A...586A..94L",""
"HD19994","","0.731","0.761","0.01","H","0.448","1","7","LD coeff from 2011A&A...529A..75C","2016A&A...586A..94L",""
"HD209369","","0.601","0.621","0.017","H","0.38","1","7","LD coeff from 2011A&A...529A..75C","2016A&A...586A..94L",""
"HD217014","","0.624","0.65","0.013","H","0.458","1","7","LD coeff from 2011A&A...529A..75C","2016A&A...586A..94L",""
"HD218560","","0.875","0.927","0.02","H","0.6","1","7","LD coeff from 2011A&A...529A..75C","2016A&A...586A..94L",""
"HD221345","","1.404","1.489","0.029","H","0.614","1","7","LD coeff from 2011A&A...529A..75C","2016A&A...586A..94L",""
"HD3651","","0.687","0.722","0.007","H","0.537","1","7","LD coeff from 2011A&A...529A..75C","2016A&A...586A..94L",""
"HD75732","","0.687","0.724","0.011","H","0.561","1","7","LD coeff from 2011A&A...529A..75C","2016A&A...586A..94L",""
"HD9826","","1.119","1.161","0.026","H","0.425","1","7","LD coeff from 2011A&A...529A..75C","2016A&A...586A..94L",""
"HD189733","","0.36","0.3848","0.0046","1.67","0.67","1","7","ld coefficients from 2011A&A...529A..75C","2015MNRAS.447..846B",""
"HD209458","","0.2147","0.2254","0.0066","1.67","0.55","1","7","ld coefficients from 2011A&A...529A..75C","2015MNRAS.447..846B",""
"HD103287","Phecda","-1.0","0.922","0.11","K","","1","8","Average LD of two surface models of rapid rotating stars (gravity darkening). Reported error is LD * (1-P/A) (where P is polar radius and A average radius) if  > quoted average LDD error.","2015ApJ...813...58J",""
"HD106591","Megrez","-1.0","0.804","0.09","H","","1","7","Average LD of two surface models of rapid rotating stars (gravity darkening). Reported error is LD * (1-P/A) (where P is polar radius and A average radius) if  > quoted average LDD error.","2015ApJ...813...58J",""
"HD116842","Alcor","-1.0","0.6845","0.044","H","","1","7","Average LD of two surface models of rapid rotating stars (gravity darkening). Reported error is LD * (1-P/A) (where P is polar radius and A average radius) if  > quoted average LDD error.","2015ApJ...813...58J",""
"HD141003","Chow","-1.0","0.679","0.07","H","","1","7","Average LD of two surface models of rapid rotating stars (gravity darkening). Reported error is LD * (1-P/A) (where P is polar radius and A average radius) if  > quoted average LDD error.","2015ApJ...813...58J",""
"HD177196","16 Lyr","-1.0","0.4065","0.05","R","","1","4","Average LD of two surface models of rapid rotating stars (gravity darkening). Reported error is LD * (1-P/A) (where P is polar radius and A average radius) if  > quoted average LDD error. PAVO instrument.","2015ApJ...813...58J",""
"HD180777","59 Dra","-1.0","0.5085","0.011","R","","1","4","Average LD of two surface models of rapid rotating stars (gravity darkening). Reported error is LD * (1-P/A) (where P is polar radius and A average radius) if  > quoted average LDD error. PAVO instrument.","2015ApJ...813...58J",""
"HD175306","Gaia DR2 2156134953382133632","2.115","2.189","0.007","H","","1","7","Component A of the binary.  limb-darkening power law exponent of alpha = 0.27. Ellipsoidal star. Primary major-to-minor axis ratio: 1.01 p/m 0.03","2015ApJ...809..159R",""
"HD62044","","2.335","2.417","0.007","H","","1","7","limb-darkening power law exponent of alpha = 0.27. Ellipsoidal star. Primary major-to-minor axis ratio: 1.02 p/m 0.03","2015ApJ...807...23R",""
"HD117176","70 Vir","0.967","0.998","0.004","H","","1","7","H band LD coefficients from 2011A&A...529A..75C","2015ApJ...806...60K",""
"HD69830","","0.656","0.674","0.014","1.67","0.352","1","7","ld coeff from 2000A&A...363.1081C","2015ApJ...800..115T",""
"HD118022","78 Vir","0.334","0.346","0.006","700 nm","","1","4","Coefficient in 2011A&A...529A..75C, u(R)=0.428. VEGA instrument.","2015A&A...579A..85P",""
"HD158643","51 Oph","0.6","-1.0","0.05","Halpha","","1","4","Major axis UD of Be star","2015A&A...579A..81J",""
"HD158643","51 Oph","0.42","-1.0","0.01","Halpha","","1","4","Minor axis UD of Be star","2015A&A...579A..81J",""
"HD174694","","1.256","-1.0","0.014","H","","1","7","time serie of pulsating peculiar cepheid (W Virginis)","2015A&A...576A..64B",""
"HD174694","","1.243","-1.0","0.015","H","","1","7","time serie of pulsating peculiar cepheid (W Virginis)","2015A&A...576A..64B",""
"HD174694","","1.101","-1.0","0.016","H","","1","7","time serie of pulsating peculiar cepheid (W Virginis)","2015A&A...576A..64B",""
"HD174694","","0.976","-1.0","0.016","H","","1","7","time serie of pulsating peculiar cepheid (W Virginis)","2015A&A...576A..64B",""
"HD174694","","1.159","-1.0","0.015","H","","1","7","time serie of pulsating peculiar cepheid (W Virginis)","2015A&A...576A..64B",""
"HD174694","","1.101","-1.0","0.014","H","","1","7","time serie of pulsating peculiar cepheid (W Virginis)","2015A&A...576A..64B",""
"HD174694","","1.262","-1.0","0.014","H","","1","7","time serie of pulsating peculiar cepheid (W Virginis)","2015A&A...576A..64B",""
"HD174694","","1.057","-1.0","0.014","H","","1","7","time serie of pulsating peculiar cepheid (W Virginis)","2015A&A...576A..64B",""
"HD174694","","1.222","-1.0","0.014","H","","1","7","time serie of pulsating peculiar cepheid (W Virginis)","2015A&A...576A..64B",""
"HD174694","","1.273","-1.0","0.014","H","","1","7","time serie of pulsating peculiar cepheid (W Virginis)","2015A&A...576A..64B",""
"HD174694","","1.111","-1.0","0.014","H","","1","7","time serie of pulsating peculiar cepheid (W Virginis)","2015A&A...576A..64B",""
"HD174694","","1.026","-1.0","0.014","H","","1","7","time serie of pulsating peculiar cepheid (W Virginis)","2015A&A...576A..64B",""
"HD183589","","-1.0","3.04","0.5","K","","1","8","LD is taken here as the rosseland diameter of the best PHOENIX model. No further conversion applied.","2015A&A...575A..50A",""
"HD95687","","-1.0","3.26","0.5","K","","1","8","LD is taken here as the rosseland diameter of the best PHOENIX model. No further conversion applied.","2015A&A...575A..50A",""
"HD97671","V602 Car","-1.0","5.08","0.75","K","","1","8","LD is taken here as the rosseland diameter of the best PHOENIX model. No further conversion applied.","2015A&A...575A..50A",""
"HD140283","","0.34","0.353","0.012","V","","1","3","coefficients from 2012A&A...546A..14C","2015A&A...575A..26C",""
"HD219615","","2.26","2.34","0.04","K","","1","8","coefficients from 2011A&A...529A..75C","2015A&A...573A.138B",""
"HD100029","","5.86","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD1013","","4.08","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD102212","","5.21","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD108907","","4.97","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD109358","","1.12","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD113226","","3.06","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD113996","41 Com","2.89","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD117675","74 Vir","5.15","-1.0","0.12","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD120477","","4.35","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD120933","HR 5219","5.48","-1.0","0.04","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD121130","","6.17","-1.0","0.06","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD127665","","3.66","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD129712","34 Boo","5.12","-1.0","0.03","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD133124","","2.84","-1.0","0.05","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD133208","","2.34","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD136726","11 UMi","2.0","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD137759","","3.4","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD140573","","4.48","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD143107","","2.85","-1.0","0.05","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD148387","","3.26","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD148856","","3.28","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD150997","","2.36","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD1522","","3.39","-1.0","0.06","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD156283","","5.01","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD159561","","1.79","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD161096","","4.21","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD163917","","2.66","-1.0","0.04","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD169414","109 Her","2.82","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD170693","42 Dra","1.96","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD172167","Vega","3.2","-1.0","0.03","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD173764","","2.12","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD176524","","1.71","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD176678","","2.32","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD17709","","3.69","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD180610","54 Dra","1.56","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD181276","","2.04","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD183439","","4.11","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD186791","","6.67","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD187642","","7.58","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD187929","","1.72","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD188310","","1.6","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD18925","","3.56","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD196094","47 Cyg","4.1","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD203504","1 Peg","2.17","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD204867","","2.58","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD20644","HR 999","3.51","-1.0","0.03","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD206952","11 Cep","1.72","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD209750","","2.9","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD211388","1 Lac","3.13","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD212496","","1.83","-1.0","0.03","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD213311","5 Lac","5.37","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD218329","55 Peg","3.92","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD218356","56 Peg","2.16","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD219215","","7.79","-1.0","0.03","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD219615","","2.35","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD222107","","2.54","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD222404","","3.04","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD28305","","2.42","-1.0","0.03","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD31964","","2.15","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
