"ID1","ID2","UD_DIAM","LD_DIAM","E_LD_DIAM","BAND","MU_LAMBDA","METHOD","BANDCODE","NOTES","BIBCODE","SINPE"
"HD26038","IRC+20071","2.71","-1.0","0.15","2.2","","2","8","","1998A&A...330..578R",""
"HD36389","CE Tau","9.93","-1.0","0.04","3.12","","2","9","","1998A&A...330..578R",""
"HD36389","CE Tau","9.99","-1.0","0.1","3.12","","2","9","","1998A&A...330..578R",""
"HD42049","IRC+20133","2.81","-1.0","0.09","2.2","","2","8","","1998A&A...330..578R",""
"HD43185","IRC+20141","2.11","-1.0","0.09","2.2","","2","8","","1998A&A...330..578R",""
"HD12479","IRC+10024","3.2","-1.0","0.2","2.2","","2","8","","1997MNRAS.287..681R",""
"HD26816","NSV 1529","3.3","-1.0","0.3","2.2","","2","8","","1997MNRAS.287..681R",""
"HD39983","BQ ORI","4.2","-1.0","0.2","2.2","","2","8","","1997MNRAS.287..681R",""
"HD64351","IRC+20190","2.0","-1.0","-1.0","2.2","","2","8","","1997MNRAS.287..681R",""
"HD75156","IRC+10194","4.2","-1.0","0.5","2.2","","2","8","","1997MNRAS.287..681R",""
"HD29712","R DOR","57.0","-1.0","5.0","1.25","","1","6","","1997MNRAS.286..957B",""
"HD213306","DEL CEP","1.6","1.6","0.12","660nm","","1","4","","1997A&A...317..789M",""
"HD12025","U PER","5.84","-1.0","0.78","2.2","","1","8","","1996AJ....112.2147V",""
"HD141850","R SER","8.56","-1.0","0.58","2.2","","1","8","","1996AJ....112.2147V",""
"HD148206","U HER","10.65","-1.0","0.79","2.2","","1","8","","1996AJ....112.2147V",""
"HD152276","S HER","4.85","-1.0","1.17","2.2","","1","8","","1996AJ....112.2147V",""
"HD172171","X OPH","12.97","-1.0","0.6","2.2","","1","8","","1996AJ....112.2147V",""
"HD177940","R AQL","10.76","-1.0","0.61","2.2","","1","8","","1996AJ....112.2147V",""
"HD1845","T CAS","12.81","-1.0","0.66","2.2","","1","8","","1996AJ....112.2147V",""
"HD218292","R PEG","10.18","-1.0","0.4","2.2","","1","8","","1996AJ....112.2147V",""
"HD220033","S PEG","7.9","-1.0","0.72","2.2","","1","8","","1996AJ....112.2147V",""
"HD222800","R AQR","14.95","-1.0","0.93","2.2","","1","8","","1996AJ....112.2147V",""
"HD224490","R CAS","13.55","-1.0","0.95","2.2","","1","8","","1996AJ....112.2147V",""
"HD34019","R AUR","11.06","-1.0","0.58","2.2","","1","8","","1996AJ....112.2147V",""
"HD36090","S ORI","10.54","-1.0","0.68","2.2","","1","8","","1996AJ....112.2147V",""
"HD39816","U ORI","11.08","-1.0","0.57","2.2","","1","8","","1996AJ....112.2147V",""
"HD110914","Y CVN","11.6","-1.0","0.3","2.2","","1","8","","1996AJ....112..294D",""
"HD1546","VX AND","6.6","-1.0","0.6","2.2","","1","8","","1996AJ....112..294D",""
"HD177336","V AQL","10.32","-1.0","0.7","2.2","","1","8","","1996AJ....112..294D",""
"HD192443","RS CYG","4.3","-1.0","0.8","2.2","","1","8","","1996AJ....112..294D",""
"HD206570","V460 CYG","6.3","-1.0","0.5","2.2","","1","8","","1996AJ....112..294D",""
"HD206750","RV CYG","7.6","-1.0","0.5","2.2","","1","8","","1996AJ....112..294D",""
"HD223075","TX PSC","11.2","-1.0","0.3","2.2","","1","8","","1996AJ....112..294D",""
"HD224855","WZ CAS","5.8","-1.0","0.7","2.2","","1","8","","1996AJ....112..294D",""
"HD2342","AQ AND","4.0","-1.0","0.8","2.2","","1","8","","1996AJ....112..294D",""
"HD32736","W ORI","9.7","-1.0","0.6","2.2","","1","8","","1996AJ....112..294D",""
"HD36602","RT ORI","4.4","-1.0","0.9","2.2","","1","8","","1996AJ....112..294D",""
"HD7561","Z PSC","4.8","-1.0","0.7","2.2","","1","8","","1996AJ....112..294D",""
"HD117287","R HYA","37.0","-1.0","3.3","700nm","","1","4","","1995MNRAS.276..640H",""
"HD117287","R HYA","36.0","-1.0","4.0","833nm","","1","5","","1995MNRAS.276..640H",""
"HD117287","R HYA","34.1","-1.0","3.4","902nm","","1","5","","1995MNRAS.276..640H",""
"HD120285","W HYA","66.0","-1.0","4.8","700nm","","1","4","","1995MNRAS.276..640H",""
"HD120285","W HYA","64.7","-1.0","5.2","700nm","","1","4","","1995MNRAS.276..640H",""
"HD120285","W HYA","79.5","-1.0","3.6","710nm","","1","4","","1995MNRAS.276..640H",""
"HD14386","omi Cet","44.6","","3.0","700nm","","1","4","","1995MNRAS.276..640H",""
"HD14386","omi Cet","53.0","","4.5","710nm","","1","4","","1995MNRAS.276..640H",""
"HD14386","omi Cet","37.9","","3.5","902nm","","1","5","","1995MNRAS.276..640H",""
"HD14386","omi Cet","39.4","","3.4","700nm","","1","4","","1995MNRAS.276..640H",""
"HD14386","omi Cet","42.0","","3.2","700nm","","1","4","","1995MNRAS.276..640H",""
"HD14386","omi Cet","45.8","","4.7","710nm","","1","4","","1995MNRAS.276..640H",""
"HD14386","omi Cet","44.0","","5.3","833nm","","1","5","","1995MNRAS.276..640H",""
"HD14386","omi Cet","40.7","","4.4","833nm","","1","5","","1995MNRAS.276..640H",""
"HD14386","omi Cet","36.4","","2.0","902nm","","1","5","","1995MNRAS.276..640H",""
"HD14386","omi Cet","43.4","","3.0","700nm","","1","4","","1995MNRAS.276..640H",""
"HD14386","omi Cet","37.2","","3.2","902nm","","1","5","","1995MNRAS.276..640H",""
"HD177940","R AQL","25.0","-1.0","6.0","700nm","","1","4","","1995MNRAS.276..640H",""
"HD177940","R AQL","30.4","-1.0","4.0","710nm","","1","4","","1995MNRAS.276..640H",""
"HD187796","KHI CYG","40.0","-1.0","4.0","700nm","","1","4","","1995MNRAS.276..640H",""
"HD187796","KHI CYG","33.3","","4.0","833nm","","1","5","","1995MNRAS.276..640H",""
"HD187796","KHI CYG","32.9","","2.0","902nm","","1","5","","1995MNRAS.276..640H",""
"HD187796","KHI CYG","34.0","","1.6","700nm","","1","4","","1995MNRAS.276..640H",""
"HD187796","KHI CYG","41.2","","4.0","710nm","","1","4","","1995MNRAS.276..640H",""
"HD187796","KHI CYG","43.5","","4.0","700nm","","1","4","","1995MNRAS.276..640H",""
"HD202012","T CEP","34.0","-1.0","4.0","700nm","","1","4","","1995MNRAS.276..640H",""
"HD202012","T CEP","27.4","","6.0","902nm","","1","5","","1995MNRAS.276..640H",""
"HD202012","T CEP","29.0","","4.0","833nm","","1","5","","1995MNRAS.276..640H",""
"HD224490","R CAS","41.4","-1.0","4.0","700nm","","1","4","","1995MNRAS.276..640H",""
"HD224490","R CAS","42.9","","5.0","700nm","","1","4","","1995MNRAS.276..640H",""
"HD224490","R CAS","51.0","","5.0","710nm","","1","4","","1995MNRAS.276..640H",""
"HD224490","R CAS","55.5","","5.0","710nm","","1","4","","1995MNRAS.276..640H",""
"HD224490","R CAS","30.8","","3.0","833nm","","1","5","","1995MNRAS.276..640H",""
"HD224490","R CAS","42.5","","4.0","700nm","","1","4","","1995MNRAS.276..640H",""
"HD224490","R CAS","41.2","","2.5","700nm","","1","4","","1995MNRAS.276..640H",""
"HD224490","R CAS","54.1","","3.4","710nm","","1","4","","1995MNRAS.276..640H",""
"HD224490","R CAS","33.0","","4.0","833nm","","1","5","","1995MNRAS.276..640H",""
"HD39816","U Ori","28.1","","2.0","700nm","","1","4","","1995MNRAS.276..640H",""
"HD39816","U Ori","22.9","","3.0","833nm","","1","5","","1995MNRAS.276..640H",""
"HD69243","R CNC","32.0","-1.0","3.4","700nm","","1","4","","1995MNRAS.276..640H",""
"HD69243","R CNC","22.5","","4.0","902nm","","1","5","","1995MNRAS.276..640H",""
"HD84748","R LEO","45.0","-1.0","2.0","833nm","","1","5","","1995MNRAS.276..640H",""
"HD84748","R LEO","43.3","","2.0","902nm","","1","5","","1995MNRAS.276..640H",""
"HD84748","R LEO","64.2","","5.7","700nm","","1","4","","1995MNRAS.276..640H",""
"HD84748","R LEO","67.9","","7.0","710nm","","1","4","","1995MNRAS.276..640H",""
"CCDM J16294-2626 AB","alf SCO","42.0","-1.0","6.0","11mu","","1","11","","1995Ap&SS.224..447D",""
"HD39801","ALF ORI","53.0","-1.0","3.0","11mu","","1","11","","1995Ap&SS.224..447D",""
"HD126327","RX BOO","17.0","18.7","0.9","2.2","","1","8","","1995AJ....109..378D",""
"HD217906","BET PEG","15.0","16.4","1.1","2.2","","1","8","","1995AJ....109..378D",""
"HD78712","RS CNC","15.0","17.2","0.4","2.2","","1","8","","1995AJ....109..378D",""
"HD223075","TX PSC","9.82","-1.0","0.1","2.2","","2","8","","1995A&A...301..439R",""
"HD38307","Y TAU","8.18","-1.0","0.16","2.2","","2","8","","1995A&A...301..439R",""
"HD84748","R LEO","38.0","-1.0","2.5","903nm","","1","5","","1994MNRAS.266..745T",""
"HD110914","Y CVN","13.8","14.78","0.43","800nm","","1","5","","1994A&A...285..541Q",""
"HD223075","TX PSC","9.72","10.4","0.74","712nm","","1","4","","1994A&A...285..541Q",""
"HD46687","UU AUR","12.04","-1.0","0.47","712nm","","1","4","","1994A&A...285..541Q",""
"HD156014","* alf01 Her","33.0","-1.0","0.5","K","","1","8","","1993PASP..105..610D",""
"HD137744","zet01 Lib","12.2","-1.0","-1.0","V","","2","3","unexpectly large diameter but no obvious reason for bias in data. Adopt a blanking formal error of -1.","1993PASP..105..367S",""
"HD205289","","1.74","-1.0","1.68","V","","2","3","","1993PASP..105..367S",""
"HD38525","","5.45","-1.0","2.04","V","","2","3","","1993PASP..105..367S",""
"HD66875","","2.7","-1.0","2.41","V","","2","3","","1993PASP..105..367S",""
"HD211838","SAO 146023","3.54","-1.0","-1.0","B","","2","2","band B? Upper limits only.","1993ATsir1554...41B",""
"HD58728","SAO 079403","1.0","-1.0","-1.0","B","","2","2","band B? Upper limits only.","1993ATsir1554...41B",""
"HD58899","SAO 079410","4.98","-1.0","-1.0","B","","2","2","band B? Upper limits only.","1993ATsir1554...41B",""
"HD175588","* del02 Lyr","11.76","-1.0","0.3","712nm","","1","4","","1993ApJ...406..215Q",""
"HD175865","R LYR","19.0","-1.0","0.31","712nm","","1","4","","1993ApJ...406..215Q",""
"HD18884","ALF CET","12.0","-1.0","0.23","712nm","","1","4","","1993ApJ...406..215Q",""
"HD19058","RHO PER","16.0","-1.0","0.29","712nm","","1","4","","1993ApJ...406..215Q",""
"HD206936","mu. Cep","21.31","-1.0","0.28","754nm","","1","5","","1993ApJ...406..215Q",""
"HD217906","BET PEG","16.11","-1.0","0.11","674nm","","1","4","","1993ApJ...406..215Q",""
"HD29139","ALF TAU","19.88","-1.0","0.14","712nm","","1","4","","1993ApJ...406..215Q",""
"HD36389","119 TAU","11.47","-1.0","0.33","712nm","","1","4","","1993ApJ...406..215Q",""
"HD40239","PI AUR","8.23","-1.0","0.29","754nm","","1","5","","1993ApJ...406..215Q",""
"HD42995","ETA GEM","10.7","-1.0","0.15","754nm","","1","5","","1993ApJ...406..215Q",""
"HD44478","* mu. Gem","13.97","-1.0","0.28","712nm","","1","4","","1993ApJ...406..215Q",""
"HD6860","BET AND","12.73","-1.0","0.18","712nm","","1","4","","1993ApJ...406..215Q",""
"HD47105","GAM GEM","2.6","-1.0","-1.0","B","","2","2","occultation by satellite Myrrha. Upper limit only. Band uncertain.","1993AJ....105.1553S",""
"HD10135","SAO 092556","5.032","-1.0","0.005","V","","2","3","","1992ChA&A..16..301Q",""
"HD223719","SAO 128427","1.7","-1.0","0.001","V","","2","3","","1992ChA&A..16..301Q",""
"HD7047","SAO 109718","3.442","-1.0","0.004","V","","2","3","","1992ChA&A..16..301Q",""
"HD84561","SAO 098755","3.664","-1.0","0.029","V","","2","3","","1992ChA&A..16..301Q",""
"HD14386","OMI CET","36.0","43.3","1.4","2.2","","1","8","MIRA VARIABLE","1992AJ....104.2224R",""
"HD39801","ALF ORI","46.0","-1.0","0.2","2.2","","1","8","","1992AJ....104.1982D",""
"HD12479","IRC+10024","3.2","-1.0","0.17","2.2","","2","8","","1992A&A...265..535R",""
"HD144690","IRC-30253","3.75","-1.0","0.35","2.2","","2","8","","1992A&A...265..535R",""
"HD200994","RS CAP","7.75","-1.0","0.67","2.2","","2","8","","1992A&A...265..535R",""
"HD258476","DW GEM","6.24","-1.0","0.3","2.2","","2","8","","1992A&A...265..535R",""
"HD258476","DW GEM","5.92","-1.0","0.11","2.2","","2","8","","1992A&A...265..535R",""
"HD4656","DEL PSC","3.91","-1.0","0.17","2.2","","2","8","","1992A&A...265..535R",""
"HD48329","EPS GEM","4.98","-1.0","0.1","2.2","","2","8","","1992A&A...265..535R",""
"HD141938","SAO 183883","2.1","-1.0","0.2","K","","2","8","","1992A&A...254..149R",""
"HD150383","AX SCO","4.5","-1.0","0.5","K","","2","8","","1992A&A...254..149R",""
"HD150543","SAO 184563","1.7","-1.0","0.3","K","","2","8","","1992A&A...254..149R",""
"HD159881","SAO 185573","2.4","-1.0","0.3","K","","2","8","","1992A&A...254..149R",""
"HD165081","SAO 186250","2.2","-1.0","0.5","K","","2","8","","1992A&A...254..149R",""
"HD156014","* alf01 Her","32.0","33.0","0.8","2.2","","1","8","","1991AJ....102.2091B",""
"HD12929","ALF ARI","6.412","6.85","0.9","800nm","","1","5","","1991AJ....101.2207M",""
"HD18884","ALF CET","12.254","13.23","0.158","800nm","","1","5","","1991AJ....101.2207M",""
"HD197989","EPS CYG","4.34","-1.0","0.037","800nm","","1","5","","1991AJ....101.2207M",""
"HD217906","BET PEG","16.618","17.98","0.06","800nm","","1","5","","1991AJ....101.2207M",""
"HD29139","ALF TAU","19.689","12.21","0.196","800nm","","1","5","","1991AJ....101.2207M",""
"HD3627","DEL AND","3.927","4.12","0.038","800nm","","1","5","","1991AJ....101.2207M",""
"HD3712","ALF CAS","5.297","5.64","0.053","800nm","","1","5","","1991AJ....101.2207M",""
"HD39801","ALF ORI","49.401","-1.0","0.237","800nm","","1","5","","1991AJ....101.2207M",""
"HD61421","ALF CMI","5.261","5.51","0.053","800nm","","1","5","","1991AJ....101.2207M",""
"HD62509","BET GEM","7.545","9.26","0.075","800nm","","1","5","","1991AJ....101.2207M",""
"HD6860","BET AND","12.783","14.35","0.128","800nm","","1","5","","1991AJ....101.2207M",""
"HD34029","ALF AUR","6.09","-1.0","0.22","2.2","","1","8","Capella is binary...","1991A&A...252..645D",""
"HD84748","R LEO","33.0","-1.0","1.2","2.2","","2","8","","1991A&A...249..397D",""
"HD27045","SAO 076532","2.2","-1.0","0.8","441.6nm","","2","2","","1990SvAL...16...69K",""
"HD27742","SAO 076585","2.1","-1.0","1.5","441.6nm","","2","2","limb darkening coeff. derived from atmosphere model","1990SvAL...16...69K",""
"HD192577","31 CYG","5.49","-1.0","0.6","2.2","","1","8","","1990A&A...236..449D",""
"HD192909","32 CYG","5.31","-1.0","0.48","2.2","","1","8","","1990A&A...236..449D",""
"HD32068","ZET AUR","5.32","-1.0","0.33","2.2","","1","8","","1990A&A...236..449D",""
"CCDM J16294-2626 AB","alf SCO","41.0","-1.0","0.1","2.43","","2","8","","1990A&A...230..355R",""
"HD12929","ALF ARI","8.2","8.7","0.5","674nm","","1","4","","1989ApJ...340.1103H",""
"HD141477","KAPPA SER","6.5","-1.0","0.3","674nm","","1","4","","1989ApJ...340.1103H",""
"HD156283","PI HER","5.6","6.01","0.4","674nm","","1","4","","1989ApJ...340.1103H",""
"HD158899","LAM HER","4.3","4.6","0.4","674nm","","1","4","","1989ApJ...340.1103H",""
"HD164058","GAM DRA","9.6","10.21","0.2","674nm","","1","4","","1989ApJ...340.1103H",""
"HD169414","109 HER","4.5","-1.0","0.4","674nm","","1","4","","1989ApJ...340.1103H",""
"HD180809","TET LYR","3.8","-1.0","0.4","674nm","","1","4","","1989ApJ...340.1103H",""
"HD183439","ALF VUL","5.1","5.4","0.4","674nm","","1","4","","1989ApJ...340.1103H",""
"HD185958","BET SGE","4.1","4.4","0.4","674nm","","1","4","","1989ApJ...340.1103H",""
"HD189319","GAM SGE","6.9","7.4","0.2","674nm","","1","4","","1989ApJ...340.1103H",""
"HD19787","DEL ARI","4.8","5.2","0.4","674nm","","1","4","","1989ApJ...340.1103H",""
"HD200905","KSI CYG","5.7","-1.0","0.4","674nm","","1","4","","1989ApJ...340.1103H",""
"HD203504","1 PEG","4.4","-1.0","0.4","674nm","","1","4","","1989ApJ...340.1103H",""
"HD206936","* mu Cep","17.7","-1.0","0.3","674nm","","1","4","","1989ApJ...340.1103H",""
"HD215665","LAM PEG","4.5","4.8","0.4","674nm","","1","4","","1989ApJ...340.1103H",""
"HD216131","* mu Peg","4.9","-1.0","0.4","674nm","","1","4","","1989ApJ...340.1103H",""
"HD217906","BET PEG","17.2","18.4","0.6","674nm","","1","4","","1989ApJ...340.1103H",""
"HD3546","EPS AND","3.5","3.7","0.4","674nm","","1","4","","1989ApJ...340.1103H",""
"HD3712","ALF CAS","5.0","5.4","0.4","674nm","","1","4","","1989ApJ...340.1103H",""
"HD4502","ZET AND","4.1","4.4","0.5","674nm","","1","4","","1989ApJ...340.1103H",""
"HD6860","BET AND","13.0","19.9","0.2","674nm","","1","4","","1989ApJ...340.1103H",""
"HD70272","31 LYN","5.5","5.9","0.3","674nm","","1","4","","1989ApJ...340.1103H",""
"HD80493","ALF LYN","8.4","-1.0","0.2","674nm","","1","4","","1989ApJ...340.1103H",""
"HD9927","51 AND","4.6","4.9","0.4","674nm","","1","4","","1989ApJ...340.1103H",""
"CCDM J16294-2626 AB","alf SCO","28.0","-1.0","0.56","V","","2","3","","1989AJ.....97..909S",""
"HD317090","SAO 186258","3.1","-1.0","0.31","V","","2","3","","1989AJ.....97..909S",""
"HD20902","ALF PER","5.0","5.3","0.5","706nm","","1","4","","1988ApJ...327..905S",""
"HD61421","ALF CMI","6.15","6.44","0.25","706nm","","1","4","","1988ApJ...327..905S",""
"HD62509","BET GEM","8.7","-1.0","0.15","706nm","","1","4","","1988ApJ...327..905S",""
"HD95689","ALF UMA","7.2","7.6","0.4","706nm","","1","4","","1988ApJ...327..905S",""
"HD17094","mu. Cet","1.0","-1.0","-1.0","5500A","","2","3","Binary  50 mas.  Not reliable. Adopt a blanking formal error of -1.","1987SvAL...13..379T",""
"HD27697","* del01 Tau","2.6","3.0","0.7","R","","2","4","Mu=1. SB.","1987SvAL...13..379T",""
"HD27962","* del03 Tau","1.82","2.4","0.7","B","","2","2","Mu=1. Spectroscopic Binary period 57.25d","1987SvAL...13..379T",""
"HD28406","SAO 93963","7.2","8.0","-1.0","V","","2","3","bigger than expected from spectral type. publication class as mutiple.Adopt a blanking formal error of -1.","1987SvAL...13..379T",""
"HD36113","SAO 77215","2.1","2.3","-1.0","B","","2","2","Way too big. Adopt a blanking formal error of -1.","1987SvAL...13..379T",""
"HD38307","BS 1977","5.0","5.6","-1.0","R","","2","4","Mu=1. Unreliable. Adopt a blanking formal error of -1.","1987SvAL...13..379T",""
"HD44974","SAO 78355","4.6","5.2","-1.0","V","","2","3","Binary 100 mas. Too big. Adopt a blanking formal error of -1.","1987SvAL...13..379T",""
"HD49908","36 GEM","1.8","2.1","-1.0","B","","2","2","Suspected binarity. Mu=1. Too big. Adopt a blanking formal error of -1.","1987SvAL...13..379T",""
"HD50634","SAO 78858","2.0","2.4","-1.0","B","","2","2","for a disk fully darkened at the limb. Way too large for its type. Adopt a blanking formal error of -1.","1987SvAL...13..379T",""
"HD38307","Y TAU","5.0","5.6","-1.0","706nm","","2","4","Mu=1. Not reliable. Adopt a blanking formal error of -1.","1987SvA....31..195T",""
"HD30780","97 TAU","5.3","-1.0","0.1","B","","2","2","Possibly double (too big?)","1987AJ.....94..201S",""
"HD48329","EPS GEM","4.75","-1.0","0.5","y","","2","5","","1987AJ.....94..201S",""
"HD9138","BS 434","3.1","-1.0","0.4","V","","2","3","","1987AJ.....94..201S",""
"HD12533","BS 603","7.28","-1.0","0.35","2.2","","1","8","","1987A&A...188..114D",""
"HD164058","GAM DRA","9.82","10.13","0.23","2.2","","1","8","","1987A&A...188..114D",""
"HD175865","R LYR","15.39","-1.0","0.36","2.2","","1","8","","1987A&A...188..114D",""
"HD19058","RHO PER","15.02","15.53","0.16","2.2","","1","8","","1987A&A...188..114D",""
"HD217906","BET PEG","16.19","16.75","0.23","2.2","","1","8","","1987A&A...188..114D",""
"HD29139","ALF TAU","19.6","20.21","0.29","2.2","","1","8","","1987A&A...188..114D",""
"HD44478","* mu. Gem","13.5","13.97","0.15","2.2","","1","8","","1987A&A...188..114D",""
"HD62509","BET GEM","7.7","7.9","0.31","2.2","","1","8","","1987A&A...188..114D",""
"HD6860","BET AND","13.85","14.25","0.18","2.2","","1","8","","1987A&A...188..114D",""
"HD80493","ALF LYN","7.71","-1.0","0.31","2.2","","1","8","","1987A&A...188..114D",""
"HD28024","SAO 076608","1.7","-1.0","-1.0","","","2","","reference text not disponible","1986saot.conf..111Q",""
"HD48915","ALF CMA","5.63","-1.0","0.08","441.6nm","","1","2","","1986Natur.323..234D",""
"HD91232","46 LEO","3.9","-1.0","1.1","B","","2","2","","1986AJ.....92.1210E",""
"HD102212","* nu. Vir","5.2","-1.0","0.16","2.22","","2","8","","1986AJ.....91..961S",""
"HD114961","SW VIR","16.7","-1.0","0.23","2.28","","2","8","","1986AJ.....91..961S",""
"HD132112","FY LIB","5.8","-1.0","0.2","2.17","","2","8","","1986AJ.....91..961S",""
"HD192737","RT CAP","7.72","-1.0","0.16","2.17","","2","8","","1986AJ.....91..961S",""
"HD216032","TAU AQR","5.18","-1.0","0.22","2.22","","2","8","","1986AJ.....91..961S",""
"HD38307","Y TAU","8.68","-1.0","0.35","2.17","","2","8","HD38307 (Y Tau) wrongly labelled as HD30307 in II/224/cadars ?","1986AJ.....91..961S",""
"HD39983","BQ ORI","4.04","-1.0","0.48","2.2","","2","8","","1986AJ.....91..961S",""
"HD48329","EPS GEM","4.56","-1.0","0.1","2.17","","2","8","","1986AJ.....91..961S",""
"HD91232","46 LEO","3.7","-1.0","0.32","2.22","","2","8","","1986AJ.....91..961S",""
"HD124897","ALF BOO","20.36","20.95","0.2","2.2","","1","8","","1986A&A...166..204D",""
"HD27697","* del01Tau","2.8","-1.0","0.7","7000A","","2","4","Spectroscopic binary but flux of main component dominates.","1984SvA....28..431K",""
"HD5394","GAM CAS","0.9","-1.0","-1.0","V","","1","3","(eye) Upper limit only.","1984PASJ...36..231V",""
"HD29139","ALF TAU","18.0","20.45","0.3","550nm","","2","3","taking the measurement with best error","1984AJ.....89..424W",""
"HD219279","","2.54","-1.0","1.0","550nm","","2","3","","1984AJ.....89..151R",""
"HD42475","TV GEM","5.31","-1.0","0.9","550nm","","2","3","","1984AJ.....89..151R",""
"HD39801","ALF ORI","37.0","-1.0","3.0","535nm","","1","3","Error quoted is from Tsuji T 1976 PASJ...28...576T, not the formal error of this measurement!","1983ApJ...270L..23R",""
"HD124897","ALF BOO","21.0","21.6","1.2","2.2","","1","8","","1983ApJ...268..309D",""
"HD164058","GAM DRA","9.9","10.2","1.4","2.2","","1","8","","1983ApJ...268..309D",""
"HD29139","ALF TAU","20.1","20.7","0.4","2.2","","1","8","","1983ApJ...268..309D",""
"HD44478","mu. Gem","14.2","14.6","0.7","2.2","","1","8","","1983ApJ...268..309D",""
"HD6860","BET AND","14.0","14.4","0.5","2.2","","1","8","","1983ApJ...268..309D",""
"HD12929","ALF ARI","7.0","7.6","0.9","550nm","","1","3","","1983A&A...120..263F",""
"HD131873","BET UMI","8.1","8.9","1.0","550nm","","1","3","","1983A&A...120..263F",""
"HD164058","GAM DRA","7.9","8.7","0.7","550nm","","1","3","","1983A&A...120..263F",""
"HD180711","DEL DRA","3.5","3.8","0.3","550nm","","1","3","","1983A&A...120..263F",""
"HD62509","BET GEM","7.2","7.8","0.5","550nm","","1","3","","1983A&A...120..263F",""
"HD36389","119 TAU","9.0","-1.0","0.2","640nm","","2","4","","1982ApJ...254..670W",""
"HD29139","ALF TAU","20.79","-1.0","0.15","H'","","2","7","Best error for longest Wavelength (H prime) in the observations","1982AJ.....87.1044R",""
"CCDM J20210-1447A","* bet01 Cap","4.92","5.5","0.8","765nm","1.11803","2","5","Fully Darkened value","1982AJ.....87..818B",""
"HD12479","HR 601","3.49","3.9","0.6","765nm","1.11803","2","5","Fully Darkened value","1982AJ.....87..818B",""
"HD172816","V3879 SGR","10.37","11.6","1.0","765nm","1.11803","2","5","Fully Darkened value","1982AJ.....87..818B",""
"HD224062","XZ PSC","6.35","7.1","0.6","765nm","1.11803","2","5","Fully Darkened value","1982AJ.....87..818B",""
"HD28307","77 TAU","3.04","3.4","0.7","765nm","1.11803","2","5","Fully Darkened value","1982AJ.....87..818B",""
"HD36389","119 TAU","8.14","9.1","0.8","765nm","1.11803","2","5","Fully Darkened value","1982AJ.....87..818B",""
"HD9138","mu. Psc","2.95","3.3","1.0","765nm","1.11803","2","5","Fully Darkened value","1982AJ.....87..818B",""
"HD10380","106 PSC","2.56","-1.0","0.27","2.17","","2","8","","1982AJ.....87..808R",""
"HD108105","SS VIR","8.71","-1.0","0.49","1.618","","2","7","","1982AJ.....87..808R",""
"HD114961","SW VIR","16.82","-1.0","0.34","1.618","","2","7","","1982AJ.....87..808R",""
"HD132112","IRC -10 308","6.69","-1.0","0.07","1.618","","2","7","","1982AJ.....87..808R",""
"HD138905","GAM LIB","2.89","-1.0","0.2","1.618","","2","7","","1982AJ.....87..808R",""
"HD142804","IRC -20 301","2.47","-1.0","0.23","1.618","","2","7","","1982AJ.....87..808R",""
"HD158377","TW OPH","10.07","-1.0","0.48","1.618","","2","7","","1982AJ.....87..808R",""
"HD168988","IRC-20471","2.95","-1.0","0.29","2.17","","2","8","","1982AJ.....87..808R",""
"HD171394","IRC-20497","3.53","-1.0","0.51","1.618","","2","7","","1982AJ.....87..808R",""
"HD172816","IRC-20510","7.74","-1.0","0.38","1.618","","2","7","","1982AJ.....87..808R",""
"HD175929","IRC-20531","2.64","-1.0","0.4","1.618","","2","7","","1982AJ.....87..808R",""
"HD176124","IRC-20532","3.66","-1.0","0.18","1.618","","2","7","","1982AJ.....87..808R",""
"HD196777","UPS CAP","3.79","-1.0","0.34","1.618","","2","7","","1982AJ.....87..808R",""
"HD219576","CHI AQR","6.7","-1.0","0.15","1.618","","2","7","","1982AJ.....87..808R",""
"HD28236","W TAU","4.38","-1.0","0.27","1.618","","2","7","","1982AJ.....87..808R",""
"HD28292","IRC +20 079","2.27","-1.0","0.24","1.618","","2","7","","1982AJ.....87..808R",""
"HD28307","TET01 TAU","2.67","2.75","0.12","1.618","","2","7","","1982AJ.....87..808R",""
"HD28484","IRC +20 083","3.06","-1.0","0.3","1.618","","2","7","","1982AJ.....87..808R",""
"HD29051","IRC +20 086","2.65","-1.0","0.29","1.618","","2","7","","1982AJ.....87..808R",""
"HD36231","DV TAU","3.38","-1.0","0.19","1.618","","2","7","","1982AJ.....87..808R",""
"HD36389","CE TAU","9.48","-1.0","0.07","1.618","","2","7","","1982AJ.....87..808R",""
"HD72094","TET CNC","3.13","-1.0","0.15","2.17","","2","8","","1982AJ.....87..808R",""
"HD74442","DEL CNC","2.45","-1.0","0.26","1.618","","2","7","","1982AJ.....87..808R",""
"HD76221","X CNC","7.62","7.85","0.56","1.618","","2","7","","1982AJ.....87..808R",""
"HD52973","ZET GEM","1.9","1.85","0.86","1.618","","2","7","","1982AJ.....87..680R",""
"HD87901","ALF LEO","1.5","1.42","0.37","2.2","","2","8","","1982AJ.....87..680R",""
"HD87901","ALF LEO","1.3","-1.0","0.12","576nm","","2","3","","1981AJ.....86.1685R",""
"HD175775","ksi02 Sgr","3.13","3.5","0.8","751nm","","2","5","Values is for complete limb-darkening","1981AJ.....86.1404B",""
"HD18191","45 ARI","10.73","12.0","1.5","765nm","","2","5","Values is for complete limb-darkening","1981AJ.....86.1404B",""
